product_name,description,category,subcategory
Belkin Share Modem (N) Router,Buy Belkin Share Modem (N) Router only for Rs. 6249 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Asus Wireless-N150 ADSL Modem Router,Buy Asus Wireless-N150 ADSL Modem Router only for Rs. 5000 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Belkin Wireless Dual-Band Travel Router,Buy Belkin Wireless Dual-Band Travel Router only for Rs. 4349 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Asus RT-N12 D1 Router,Buy Asus RT-N12 D1 Router only for Rs. 6000 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Tenda TE-FH1202 Wireless High Power AC1200 Dual Band Gigabit WiFi Router,Buy Tenda TE-FH1202 Wireless High Power AC1200 Dual Band Gigabit WiFi Router only for Rs. 2999 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Asus RT-N12C1 Router,Buy Asus RT-N12C1 Router only for Rs. 2999 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
WD My Net N900 HD Dual-Band,Buy WD My Net N900 HD Dual-Band only for Rs. 20000 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Netgear WNR614 Wireless N300 Router,Buy Netgear WNR614 Wireless N300 Router only for Rs. 2232 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Netis PA109,Buy Netis PA109 only for Rs. 1599 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
"Tenda 300Mbps High Power Wireless Router, with 4 fixed 5dbi antenna , 3LAN ,1WAN Port TE-FH456","Buy Tenda 300Mbps High Power Wireless Router, with 4 fixed 5dbi antenna , 3LAN ,1WAN Port TE-FH456 only for Rs. 3149 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!","[""Computers ",Router
Apple AirPort Express Base Station Wireless Router,Buy Apple AirPort Express Base Station Wireless Router only for Rs. 6800 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
TRENDnet TEW-721BRM,Buy TRENDnet TEW-721BRM only for Rs. 1920 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
TP-LINK TL-WA750RE,Buy TP-LINK TL-WA750RE only for Rs. 2499 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Tp-Link TL-WR740N,Buy Tp-Link TL-WR740N only for Rs. 912 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
TRENDnet THA-101 N300 Router,Buy TRENDnet THA-101 N300 Router only for Rs. 4989 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
TP-LINK Archer C20i AC750 Wireless Dual Band Router,Buy TP-LINK Archer C20i AC750 Wireless Dual Band Router only for Rs. 3199 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Lava W520 3G Router,Buy Lava W520 3G Router only for Rs. 2799 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Asus RT-N66U Dual-Band Wireless-N900 Gigabit Router,Buy Asus RT-N66U Dual-Band Wireless-N900 Gigabit Router only for Rs. 15500 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
TRENDnet N150 Wireless Router,Buy TRENDnet N150 Wireless Router only for Rs. 0.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
TP-LINK TL-WR841HP 300 Mbps High Power Wireless N Router,Buy TP-LINK TL-WR841HP 300 Mbps High Power Wireless N Router only for Rs. 1749 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Zyxel 3D 1440 - 3G Data Card,Buy Zyxel 3D 1440 - 3G Data Card only for Rs. 950 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Belkin Basic (N150) Router,Buy Belkin Basic (N150) Router only for Rs. 2399 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
tp-Link TL-WR840N,Buy tp-Link TL-WR840N only for Rs. 1 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Netis WF2419,Buy Netis WF2419 only for Rs. 1250 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
iBall iB-WRX300NP 300 Mbps Extreme High Power Wireless N Router,Buy iBall iB-WRX300NP 300 Mbps Extreme High Power Wireless N Router only for Rs. 0.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Tenda F303 Wireless N300 Easy Setup Router,Buy Tenda F303 Wireless N300 Easy Setup Router only for Rs. 1475 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Comfast CF-WR500N,Buy Comfast CF-WR500N only for Rs. 0.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Tenda TE-W368R,Buy Tenda TE-W368R only for Rs. 1500 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Huawei WS319 300 Mbps Wireless N Router,Buy Huawei WS319 300 Mbps Wireless N Router only for Rs. 1350 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
TP-LINK TL-WR702N 150Mbps Wireless N Nano Router,Buy TP-LINK TL-WR702N 150Mbps Wireless N Nano Router only for Rs. 1599 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
iBall 150M eXtreme Wireless-N Router,Buy iBall 150M eXtreme Wireless-N Router only for Rs. 985 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Edimax AR-7182WNA,Buy Edimax AR-7182WNA only for Rs. 1410 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Zyxel PLA-4205,Buy Zyxel PLA-4205 only for Rs. 8100 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Asus DSL-N10E Wireless-N150 ADSL Modem Router,Buy Asus DSL-N10E Wireless-N150 ADSL Modem Router only for Rs. 5000 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Apple MC414HN/A,Buy Apple MC414HN/A only for Rs. 6800 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Edimax BR-6428NS V2,Buy Edimax BR-6428NS V2 only for Rs. 1840 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
iBall 300M extreme Wireless-N Router,Buy iBall 300M extreme Wireless-N Router only for Rs. 1750 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Linksys RE2000 Wireless Range Extender N300 Dual Band,Buy Linksys RE2000 Wireless Range Extender N300 Dual Band only for Rs. 10000 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Edimax BR-6288ACL,Buy Edimax BR-6288ACL only for Rs. 2840 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Tenda A6,Buy Tenda A6 only for Rs. 1800 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
iBall 300M Wireless-N ADSL2+ 3G Router,Buy iBall 300M Wireless-N ADSL2+ 3G Router only for Rs. 2599 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
TP-LINK TL-MR3220 3G/4G Wireless N Router,Buy TP-LINK TL-MR3220 3G/4G Wireless N Router only for Rs. 2899 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Tenda TE-D820R,Buy Tenda TE-D820R only for Rs. 819 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Tenda N60,Buy Tenda N60 only for Rs. 7500 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Tenda F300,Buy Tenda F300 only for Rs. 1313 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Onnet 3000OCURRO 3G Wifi Router,Buy Onnet 3000OCURRO 3G Wifi Router only for Rs. 1850 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
ISUN ISN V01,Buy ISUN ISN V01 only for Rs. 1599 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Asus RT-N14U Wireless-N300 Cloud,Buy Asus RT-N14U Wireless-N300 Cloud only for Rs. 0.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
TP-LINK RE200 AC750 Wi-Fi Range Extender,Buy TP-LINK RE200 AC750 Wi-Fi Range Extender only for Rs. 3599 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Lava W200 3G Router,Buy Lava W200 3G Router only for Rs. 2499 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
"Laploma 3g Routers & Pocket Routers,Enhance Wifi Range","Buy Laploma 3g Routers & Pocket Routers,Enhance Wifi Range only for Rs. 2090 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!","[""Computers ",Router
TP-LINK TL-WR841N 300Mbps Wireless N Router,Buy TP-LINK TL-WR841N 300Mbps Wireless N Router only for Rs. 1375 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Tenda FH330,Buy Tenda FH330 only for Rs. 1705 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
D-Link DIR-605L Wireless N300 Cloud Router,Buy D-Link DIR-605L Wireless N300 Cloud Router only for Rs. 3742 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Edimax BR-6228NS V2,Buy Edimax BR-6228NS V2 only for Rs. 890 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
TP-Link Archer C20 AC750 Dual Band Router,Buy TP-Link Archer C20 AC750 Dual Band Router only for Rs. 2222 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Netgear N300 Wireless ADSL2+ Modem Router Mobile Broadband Edition (DGN2200M),Buy Netgear N300 Wireless ADSL2+ Modem Router Mobile Broadband Edition (DGN2200M) only for Rs. 3895 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Setu Infocom 4 Port Fxo Gateway,Buy Setu Infocom 4 Port Fxo Gateway only for Rs. 18000 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
NETGEAR WNDR4000 N750 WIRELESS DUAL BAND GIGABIT Router,Buy NETGEAR WNDR4000 N750 WIRELESS DUAL BAND GIGABIT Router only for Rs. 12900 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Tenda 3G300M,Buy Tenda 3G300M only for Rs. 3000 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Huawei WS322 -300 Mbps Mini Wireless Router Cum Repeater,Buy Huawei WS322 -300 Mbps Mini Wireless Router Cum Repeater only for Rs. 2790 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
SMC WBR14S,Buy SMC WBR14S only for Rs. 0.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Comfast Cf-Wr302s 300mbps Wifi Repeater Network Range Expander With 2 High -Gain 5dbi Antenna Rtl8196e + Rtl8192er Dual Cpu.,Buy Comfast Cf-Wr302s 300mbps Wifi Repeater Network Range Expander With 2 High -Gain 5dbi Antenna Rtl8196e + Rtl8192er Dual Cpu. only for Rs. 1490 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
TP-LINK 150 Mbps Wireless AP/Client,Buy TP-LINK 150 Mbps Wireless AP/Client only for Rs. 2099 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Netgear JWNR2010 N300 Wireless Router,Buy Netgear JWNR2010 N300 Wireless Router only for Rs. 2550 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Belkin Dual-Band Wireless Range Extender,Buy Belkin Dual-Band Wireless Range Extender only for Rs. 4599 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Huawei HG532D: ADSL2+ 300 Mbps Modem With Router,Buy Huawei HG532D: ADSL2+ 300 Mbps Modem With Router only for Rs. 1850 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Edimax BR6524N N300 Wireless Router,Buy Edimax BR6524N N300 Wireless Router only for Rs. 2799 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
Netgear AC2350 Nighthawk X4 Smart WiFi Router (R7500),Buy Netgear AC2350 Nighthawk X4 Smart WiFi Router (R7500) only for Rs. 9999 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Router
