product_name,description,category,cleaned_description
comfast cf-wr302s 300mbps wifi repeater network range expander with 2 high -gain 5dbi antenna rtl8196e + rtl8192er dual cpu.,  comfast cf-wr302s 300mbps wifi repeater network range expander with 2 high -gain 5dbi antenna rtl8196e + rtl8192er dual cpu. only for rs. 1490 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,comfast cf wr mbps wifi repeater network range expander high gain dbi antenna rtl rtl er dual cpu flipkart com genuine product day replacement guarantee free shipping cash delivery
tp-link 150 mbps wireless ap/client,  tp-link 150 mbps wireless ap/client only for rs. 2099 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,tp link mbps wireless ap client flipkart com genuine product day replacement guarantee free shipping cash delivery
netgear jwnr2010 n300 wireless router,  netgear jwnr2010 n300 wireless router only for rs. 2550 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,netgear jwnr wireless router flipkart com genuine product day replacement guarantee free shipping cash delivery
belkin dual-band wireless range extender,  belkin dual-band wireless range extender only for rs. 4599 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,belkin dual band wireless range extender flipkart com genuine product day replacement guarantee free shipping cash delivery
huawei hg532d: adsl2+ 300 mbps modem with router,  huawei hg532d: adsl2+ 300 mbps modem with router only for rs. 1850 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,huawei hg adsl mbps modem router flipkart com genuine product day replacement guarantee free shipping cash delivery
edimax br6524n n300 wireless router,  edimax br6524n n300 wireless router only for rs. 2799 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,edimax br wireless router flipkart com genuine product day replacement guarantee free shipping cash delivery
netgear ac2350 nighthawk x4 smart wifi router (r7500),  netgear ac2350 nighthawk x4 smart wifi router (r7500) only for rs. 9999 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,netgear ac nighthawk smart wifi router flipkart com genuine product day replacement guarantee free shipping cash delivery
binatone wr3005n3 300 mbps wireless n router,  binatone wr3005n3 300 mbps wireless n router only for rs. 1190 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,binatone wr mbps wireless router flipkart com genuine product day replacement guarantee free shipping cash delivery
vodafone r206 i,  vodafone r206 i only for rs. 2699 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,vodafone flipkart com genuine product day replacement guarantee free shipping cash delivery
"aeoss 300mbps wireless -n multifunction mini router repeater lan ports, wall powered","  aeoss 300mbps wireless -n multifunction mini router repeater lan ports, wall powered only for rs. 1325 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!",router,aeoss mbps wireless multifunction mini router repeater lan port wall powered flipkart com genuine product day replacement guarantee free shipping cash delivery
tp-link n600 wireless dual band,  tp-link n600 wireless dual band only for rs. 5299 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,tp link wireless dual band flipkart com genuine product day replacement guarantee free shipping cash delivery
netis wf2419 n300 wireless router,  netis wf2419 n300 wireless router only for rs. 3250 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,netis wf wireless router flipkart com genuine product day replacement guarantee free shipping cash delivery
cubetek airmobi iplay2 wifi music router,  cubetek airmobi iplay2 wifi music router only for rs. 2499 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,cubetek airmobi iplay wifi music router flipkart com genuine product day replacement guarantee free shipping cash delivery
zyxel amg1312-t10b wireless n adsl2 4-port gateway with usb,  zyxel amg1312-t10b wireless n adsl2 4-port gateway with usb only for rs. 1920 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,zyxel amg wireless adsl port gateway usb flipkart com genuine product day replacement guarantee free shipping cash delivery
belkin basic surf (n300) router,  belkin basic surf (n300) router only for rs. 3099 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,belkin basic surf router flipkart com genuine product day replacement guarantee free shipping cash delivery
asus ea-n66 dual-band wireless-n900 gigabit 3-in-1 ap/wi-fi bridge/ra,  asus ea-n66 dual-band wireless-n900 gigabit 3-in-1 ap/wi-fi bridge/ra only for rs. 0.0 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,asus ea dual band wireless gigabit ap wi fi bridge ra flipkart com genuine product day replacement guarantee free shipping cash delivery
zyxel nbg 6503 simultaneous dual-band wireless ac750,  zyxel nbg 6503 simultaneous dual-band wireless ac750 only for rs. 3000 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,zyxel nbg simultaneous dual band wireless ac flipkart com genuine product day replacement guarantee free shipping cash delivery
netgear ac 750 wi-fi range extender,  netgear ac 750 wi-fi range extender only for rs. 5999 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,netgear ac wi fi range extender flipkart com genuine product day replacement guarantee free shipping cash delivery
iball wr7011a,  iball wr7011a only for rs. 1333 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,iball wr flipkart com genuine product day replacement guarantee free shipping cash delivery
linksys re6500hg,  linksys re6500hg only for rs. 8999 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,linksys hg flipkart com genuine product day replacement guarantee free shipping cash delivery
d-link dap-1320 wireless range extender,  d-link dap-1320 wireless range extender only for rs. 3696 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,link dap wireless range extender flipkart com genuine product day replacement guarantee free shipping cash delivery
asus rt-n12 d1 wireless-n300,  asus rt-n12 d1 wireless-n300 only for rs. 2299 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,asus rt wireless flipkart com genuine product day replacement guarantee free shipping cash delivery
iball wra300n3gt,  iball wra300n3gt only for rs. 1999 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,iball wra gt flipkart com genuine product day replacement guarantee free shipping cash delivery
apple me918hn/a,  apple me918hn/a only for rs. 14200 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,apple hn flipkart com genuine product day replacement guarantee free shipping cash delivery
tenda te-d151 n150 wireless adsl2+ modem router,  tenda te-d151 n150 wireless adsl2+ modem router only for rs. 1699 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,tenda te wireless adsl modem router flipkart com genuine product day replacement guarantee free shipping cash delivery
wi-bridge apw40-01,  wi-bridge apw40-01 only for rs. 600 from flipkart.com. only genuine products. 30 day replacement guarantee. free shipping. cash on delivery!,router,wi bridge apw flipkart com genuine product day replacement guarantee free shipping cash delivery
